ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009145	purine nucleoside triphosphate biosynthetic process	15/223	134/20772	1.60070983586177e-11	1.12583258455611e-09	9.4427839001495e-10	ENSG00000173915/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000114956/ENSG00000198695/ENSG00000103202/ENSG00000198899/ENSG00000198786/ENSG00000198888/ENSG00000198840/ENSG00000178035	15
GO:0046467	membrane lipid biosynthetic process	16/223	161/20772	2.07042800975177e-11	1.39795299218439e-09	1.172516072891e-09	ENSG00000148154/ENSG00000067113/ENSG00000148288/ENSG00000121578/ENSG00000136840/ENSG00000143315/ENSG00000126821/ENSG00000162407/ENSG00000012660/ENSG00000165282/ENSG00000108474/ENSG00000090661/ENSG00000064225/ENSG00000069943/ENSG00000136908/ENSG00000090054	16
GO:0009205	purine ribonucleoside triphosphate metabolic process	20/223	278/20772	2.38823372807242e-11	1.55051482037933e-09	1.30047545111636e-09	ENSG00000173915/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000165609/ENSG00000114956/ENSG00000198695/ENSG00000079739/ENSG00000159322/ENSG00000173614/ENSG00000103202/ENSG00000198899/ENSG00000198786/ENSG00000008130/ENSG00000198888/ENSG00000198840/ENSG00000178035	20
GO:0042773	ATP synthesis coupled electron transport	14/223	116/20772	2.76414277878166e-11	1.66638321806552e-09	1.39765866069975e-09	ENSG00000198804/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000114956/ENSG00000198695/ENSG00000198786/ENSG00000198938/ENSG00000198888/ENSG00000198840	14
GO:0042775	mitochondrial ATP synthesis coupled electron transport	14/223	116/20772	2.76414277878166e-11	1.66638321806552e-09	1.39765866069975e-09	ENSG00000198804/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000114956/ENSG00000198695/ENSG00000198786/ENSG00000198938/ENSG00000198888/ENSG00000198840	14
GO:0009144	purine nucleoside triphosphate metabolic process	20/223	283/20772	3.29585962058746e-11	1.91841759984539e-09	1.60904943364433e-09	ENSG00000173915/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000165609/ENSG00000114956/ENSG00000198695/ENSG00000079739/ENSG00000159322/ENSG00000173614/ENSG00000103202/ENSG00000198899/ENSG00000198786/ENSG00000008130/ENSG00000198888/ENSG00000198840/ENSG00000178035	20
GO:0006119	oxidative phosphorylation	16/223	169/20772	4.33088144466954e-11	2.43684262620073e-09	2.04387212037913e-09	ENSG00000198804/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000114956/ENSG00000198695/ENSG00000198899/ENSG00000198786/ENSG00000198938/ENSG00000198888/ENSG00000198840	16
GO:0006664	glycolipid metabolic process	14/223	123/20772	6.16742712366776e-11	3.35826354346812e-09	2.81670271013010e-09	ENSG00000148154/ENSG00000049860/ENSG00000170266/ENSG00000148288/ENSG00000121578/ENSG00000136840/ENSG00000143315/ENSG00000102393/ENSG00000165282/ENSG00000108474/ENSG00000064225/ENSG00000069943/ENSG00000136908/ENSG00000198951	14
GO:1903509	liposaccharide metabolic process	14/223	124/20772	6.88704051142985e-11	3.63291386977925e-09	3.04706233153722e-09	ENSG00000148154/ENSG00000049860/ENSG00000170266/ENSG00000148288/ENSG00000121578/ENSG00000136840/ENSG00000143315/ENSG00000102393/ENSG00000165282/ENSG00000108474/ENSG00000064225/ENSG00000069943/ENSG00000136908/ENSG00000198951	14
GO:0045333	cellular respiration	19/223	269/20772	1.05427835404761e-10	5.39279352009807e-09	4.52313998785976e-09	ENSG00000198804/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000100412/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000114956/ENSG00000198695/ENSG00000062485/ENSG00000198899/ENSG00000198786/ENSG00000198938/ENSG00000150768/ENSG00000198888/ENSG00000198840	19
GO:0005996	monosaccharide metabolic process	19/223	271/20772	1.19681016968419e-10	5.94181048949091e-09	4.98362129481496e-09	ENSG00000173599/ENSG00000049860/ENSG00000172728/ENSG00000170266/ENSG00000110090/ENSG00000142657/ENSG00000085662/ENSG00000165609/ENSG00000079739/ENSG00000159322/ENSG00000104774/ENSG00000117054/ENSG00000170525/ENSG00000196371/ENSG00000165458/ENSG00000150768/ENSG00000120053/ENSG00000049239/ENSG00000187676	19
GO:0016054	organic acid catabolic process	19/223	273/20772	1.35710519752074e-10	6.36331548170834e-09	5.33715348147775e-09	ENSG00000100116/ENSG00000145020/ENSG00000049860/ENSG00000110090/ENSG00000155380/ENSG00000142657/ENSG00000147576/ENSG00000166123/ENSG00000100372/ENSG00000128928/ENSG00000083123/ENSG00000005469/ENSG00000081181/ENSG00000117054/ENSG00000125166/ENSG00000151498/ENSG00000101577/ENSG00000120053/ENSG00000114054	19
GO:0046395	carboxylic acid catabolic process	19/223	273/20772	1.35710519752074e-10	6.36331548170834e-09	5.33715348147775e-09	ENSG00000100116/ENSG00000145020/ENSG00000049860/ENSG00000110090/ENSG00000155380/ENSG00000142657/ENSG00000147576/ENSG00000166123/ENSG00000100372/ENSG00000128928/ENSG00000083123/ENSG00000005469/ENSG00000081181/ENSG00000117054/ENSG00000125166/ENSG00000151498/ENSG00000101577/ENSG00000120053/ENSG00000114054	19
GO:0019646	aerobic electron transport chain	13/223	108/20772	1.48588107713658e-10	6.77883042758528e-09	5.68566158961225e-09	ENSG00000198804/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000198695/ENSG00000198786/ENSG00000198938/ENSG00000198888/ENSG00000198840	13
GO:0046394	carboxylic acid biosynthetic process	21/223	353/20772	2.56724967131907e-10	1.14039932768068e-08	9.56496068677049e-09	ENSG00000163738/ENSG00000116353/ENSG00000146733/ENSG00000099810/ENSG00000108839/ENSG00000012660/ENSG00000154930/ENSG00000084207/ENSG00000151093/ENSG00000170191/ENSG00000132570/ENSG00000125166/ENSG00000074416/ENSG00000213366/ENSG00000116984/ENSG00000120053/ENSG00000221968/ENSG00000059573/ENSG00000177000/ENSG00000111144/ENSG00000228716	21
GO:0016053	organic acid biosynthetic process	21/223	356/20772	2.99678134755539e-10	1.29706843965987e-08	1.08790038123131e-08	ENSG00000163738/ENSG00000116353/ENSG00000146733/ENSG00000099810/ENSG00000108839/ENSG00000012660/ENSG00000154930/ENSG00000084207/ENSG00000151093/ENSG00000170191/ENSG00000132570/ENSG00000125166/ENSG00000074416/ENSG00000213366/ENSG00000116984/ENSG00000120053/ENSG00000221968/ENSG00000059573/ENSG00000177000/ENSG00000111144/ENSG00000228716	21
GO:0046034	ATP metabolic process	18/223	254/20772	3.15669756669119e-10	1.32548565479337e-08	1.11173497486722e-08	ENSG00000173915/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000165609/ENSG00000114956/ENSG00000198695/ENSG00000079739/ENSG00000159322/ENSG00000173614/ENSG00000198899/ENSG00000198786/ENSG00000008130/ENSG00000198888/ENSG00000198840	18
GO:0022904	respiratory electron transport chain	14/223	139/20772	3.21948529896493e-10	1.32548565479337e-08	1.11173497486722e-08	ENSG00000198804/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000114956/ENSG00000198695/ENSG00000198786/ENSG00000198938/ENSG00000198888/ENSG00000198840	14
GO:0022900	electron transport chain	16/223	194/20772	3.4263650187848e-10	1.37707241707351e-08	1.15500274442746e-08	ENSG00000198804/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000085662/ENSG00000212907/ENSG00000169021/ENSG00000198727/ENSG00000114956/ENSG00000198695/ENSG00000198786/ENSG00000198938/ENSG00000069535/ENSG00000198888/ENSG00000198840	16
GO:0044272	sulfur compound biosynthetic process	15/223	167/20772	3.75911555684521e-10	1.47567140929179e-08	1.23770145017302e-08	ENSG00000168906/ENSG00000163738/ENSG00000131873/ENSG00000033100/ENSG00000099810/ENSG00000121578/ENSG00000012660/ENSG00000182197/ENSG00000154930/ENSG00000084207/ENSG00000221988/ENSG00000064225/ENSG00000116984/ENSG00000150768/ENSG00000177000	15
GO:0019751	polyol metabolic process	13/223	121/20772	6.26352081464855e-10	2.40291434889244e-08	2.0154151903594e-08	ENSG00000067113/ENSG00000126821/ENSG00000162407/ENSG00000107789/ENSG00000132570/ENSG00000145725/ENSG00000150787/ENSG00000204084/ENSG00000090054/ENSG00000120053/ENSG00000138744/ENSG00000228716/ENSG00000132423	13
GO:0006754	ATP biosynthetic process	13/223	123/20772	7.6925983523192e-10	2.88557911526996e-08	2.42024439388756e-08	ENSG00000173915/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000198712/ENSG00000212907/ENSG00000114956/ENSG00000198695/ENSG00000198899/ENSG00000198786/ENSG00000198888/ENSG00000198840	13
GO:0034311	diol metabolic process	8/223	32/20772	1.31128277578555e-09	4.81183766418696e-08	4.03587032821867e-08	ENSG00000067113/ENSG00000126821/ENSG00000162407/ENSG00000132570/ENSG00000150787/ENSG00000090054/ENSG00000138744/ENSG00000228716	8
GO:1902600	proton transmembrane transport	14/223	155/20772	1.36744215619335e-09	4.91115395671144e-08	4.11917066087359e-08	ENSG00000198804/ENSG00000228253/ENSG00000119899/ENSG00000155380/ENSG00000198886/ENSG00000198712/ENSG00000110446/ENSG00000169021/ENSG00000198727/ENSG00000076351/ENSG00000198899/ENSG00000198786/ENSG00000198938/ENSG00000169359	14
GO:0009311	oligosaccharide metabolic process	11/223	83/20772	1.39809696640428e-09	4.91664099852172e-08	4.12377285046877e-08	ENSG00000049860/ENSG00000172728/ENSG00000174876/ENSG00000109323/ENSG00000136840/ENSG00000142657/ENSG00000102393/ENSG00000104774/ENSG00000064225/ENSG00000196371/ENSG00000198951	11
GO:0015986	proton motive force-driven ATP synthesis	11/223	90/20772	3.37435257438505e-09	1.16243002970652e-07	9.74974052104809e-08	ENSG00000173915/ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000212907/ENSG00000198695/ENSG00000198899/ENSG00000198786/ENSG00000198888/ENSG00000198840	11
GO:1901607	alpha-amino acid biosynthetic process	10/223	73/20772	5.72182453219691e-09	1.93168796206968e-07	1.62017978859049e-07	ENSG00000163738/ENSG00000146733/ENSG00000099810/ENSG00000132570/ENSG00000125166/ENSG00000116984/ENSG00000120053/ENSG00000059573/ENSG00000177000/ENSG00000228716	10
GO:0006665	sphingolipid metabolic process	14/223	177/20772	7.69538640556168e-09	2.5470220103114e-07	2.13628373900526e-07	ENSG00000148154/ENSG00000049860/ENSG00000170266/ENSG00000067113/ENSG00000121578/ENSG00000136840/ENSG00000126821/ENSG00000162407/ENSG00000102393/ENSG00000012660/ENSG00000090661/ENSG00000090054/ENSG00000221968/ENSG00000138744	14
GO:0019318	hexose metabolic process	16/223	242/20772	8.5133644071968e-09	2.72221270821217e-07	2.28322280652617e-07	ENSG00000173599/ENSG00000172728/ENSG00000170266/ENSG00000110090/ENSG00000085662/ENSG00000079739/ENSG00000159322/ENSG00000104774/ENSG00000117054/ENSG00000170525/ENSG00000196371/ENSG00000165458/ENSG00000150768/ENSG00000120053/ENSG00000049239/ENSG00000187676	16
GO:0006487	protein N-linked glycosylation	10/223	76/20772	8.54723184450503e-09	2.72221270821217e-07	2.28322280652617e-07	ENSG00000088035/ENSG00000167130/ENSG00000013375/ENSG00000182858/ENSG00000119523/ENSG00000033011/ENSG00000136731/ENSG00000131446/ENSG00000152127/ENSG00000172339	10
GO:0008652	amino acid biosynthetic process	10/223	81/20772	1.60520285877268e-08	4.83854004572908e-07	4.05826662603243e-07	ENSG00000163738/ENSG00000146733/ENSG00000099810/ENSG00000132570/ENSG00000125166/ENSG00000116984/ENSG00000120053/ENSG00000059573/ENSG00000177000/ENSG00000228716	10
GO:0009247	glycolipid biosynthetic process	10/223	81/20772	1.60520285877268e-08	4.83854004572908e-07	4.05826662603243e-07	ENSG00000148154/ENSG00000148288/ENSG00000121578/ENSG00000136840/ENSG00000143315/ENSG00000165282/ENSG00000108474/ENSG00000064225/ENSG00000069943/ENSG00000136908	10
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	10/223	81/20772	1.60520285877268e-08	4.83854004572908e-07	4.05826662603243e-07	ENSG00000228253/ENSG00000198763/ENSG00000023228/ENSG00000198886/ENSG00000212907/ENSG00000198695/ENSG00000198899/ENSG00000198786/ENSG00000198888/ENSG00000198840	10
GO:0030258	lipid modification	15/223	224/20772	2.12541763653866e-08	6.29421924645134e-07	5.27919985437581e-07	ENSG00000147535/ENSG00000067113/ENSG00000110090/ENSG00000181830/ENSG00000148288/ENSG00000108839/ENSG00000126821/ENSG00000162407/ENSG00000100372/ENSG00000128928/ENSG00000205808/ENSG00000005469/ENSG00000117054/ENSG00000165458/ENSG00000204084	15
GO:0009066	aspartate family amino acid metabolic process	8/223	49/20772	4.80623945568988e-08	1.39878141400078e-06	1.17321090161577e-06	ENSG00000100116/ENSG00000163738/ENSG00000099810/ENSG00000102172/ENSG00000125166/ENSG00000116984/ENSG00000120053/ENSG00000177000	8
GO:0006488	dolichol-linked oligosaccharide biosynthetic process	6/223	20/20772	4.8927041041353e-08	1.39981093691193e-06	1.17407440143836e-06	ENSG00000088035/ENSG00000167130/ENSG00000182858/ENSG00000119523/ENSG00000033011/ENSG00000172339	6
GO:0042558	pteridine-containing compound metabolic process	7/223	34/20772	6.28935480240119e-08	1.76940515107553e-06	1.48406705425081e-06	ENSG00000163738/ENSG00000076351/ENSG00000132570/ENSG00000150787/ENSG00000116984/ENSG00000177000/ENSG00000228716	7
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	6/223	21/20772	6.78856014347524e-08	1.87853926593217e-06	1.57560196600073e-06	ENSG00000088035/ENSG00000167130/ENSG00000182858/ENSG00000119523/ENSG00000033011/ENSG00000172339	6
GO:0016052	carbohydrate catabolic process	13/223	182/20772	8.94100040248568e-08	2.43425946441868e-06	2.04170552484605e-06	ENSG00000049860/ENSG00000172728/ENSG00000170266/ENSG00000174876/ENSG00000109323/ENSG00000142657/ENSG00000165609/ENSG00000079739/ENSG00000159322/ENSG00000104774/ENSG00000162688/ENSG00000196371/ENSG00000198951	13
