ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045017	glycerolipid biosynthetic process	16/156	287/20772	5.44412766482785e-10	6.32429311917602e-08	5.33031165979191e-08	ENSG00000063601/ENSG00000101464/ENSG00000134324/ENSG00000123983/ENSG00000163964/ENSG00000110536/ENSG00000277161/ENSG00000078142/ENSG00000241973/ENSG00000051382/ENSG00000142892/ENSG00000145675/ENSG00000111684/ENSG00000139505/ENSG00000255072/ENSG00000176095	16
GO:0046488	phosphatidylinositol metabolic process	13/156	171/20772	5.65862508895098e-10	6.32429311917602e-08	5.33031165979191e-08	ENSG00000063601/ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000078142/ENSG00000241973/ENSG00000051382/ENSG00000142892/ENSG00000145675/ENSG00000139505/ENSG00000255072/ENSG00000176095/ENSG00000068383	13
GO:0072329	monocarboxylic acid catabolic process	12/156	138/20772	5.67005589995091e-10	6.32429311917602e-08	5.33031165979191e-08	ENSG00000124370/ENSG00000134324/ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000105607/ENSG00000167114/ENSG00000138796	12
GO:0006661	phosphatidylinositol biosynthetic process	12/156	145/20772	1.00582631687973e-09	9.81226890507645e-08	8.27008653269964e-08	ENSG00000063601/ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000078142/ENSG00000241973/ENSG00000051382/ENSG00000142892/ENSG00000145675/ENSG00000139505/ENSG00000255072/ENSG00000176095	12
GO:0009101	glycoprotein biosynthetic process	17/156	345/20772	1.01506230052515e-09	9.81226890507645e-08	8.27008653269964e-08	ENSG00000168282/ENSG00000106392/ENSG00000136720/ENSG00000012232/ENSG00000183828/ENSG00000175283/ENSG00000153936/ENSG00000138604/ENSG00000160408/ENSG00000253710/ENSG00000128039/ENSG00000159063/ENSG00000141458/ENSG00000136213/ENSG00000196547/ENSG00000015532/ENSG00000147119	17
GO:0030258	lipid modification	14/156	224/20772	1.57719115286173e-09	1.36864218895426e-07	1.15353436034548e-07	ENSG00000063601/ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000105520/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000111684/ENSG00000139505/ENSG00000105607/ENSG00000138796/ENSG00000068383	14
GO:0042157	lipoprotein metabolic process	12/156	151/20772	1.60461498015327e-09	1.36864218895426e-07	1.15353436034548e-07	ENSG00000156599/ENSG00000101464/ENSG00000175048/ENSG00000104219/ENSG00000163964/ENSG00000099904/ENSG00000277161/ENSG00000078142/ENSG00000142892/ENSG00000163812/ENSG00000136247/ENSG00000255072	12
GO:0016054	organic acid catabolic process	15/156	273/20772	2.36264594014576e-09	1.80307190169018e-07	1.51968528338461e-07	ENSG00000124370/ENSG00000113552/ENSG00000134324/ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000106049/ENSG00000116171/ENSG00000105607/ENSG00000167114/ENSG00000138796/ENSG00000065154	15
GO:0046395	carboxylic acid catabolic process	15/156	273/20772	2.36264594014576e-09	1.80307190169018e-07	1.51968528338461e-07	ENSG00000124370/ENSG00000113552/ENSG00000134324/ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000106049/ENSG00000116171/ENSG00000105607/ENSG00000167114/ENSG00000138796/ENSG00000065154	15
GO:0009226	nucleotide-sugar biosynthetic process	6/156	20/20772	5.78864005126753e-09	4.09632130795083e-07	3.45250746898796e-07	ENSG00000115652/ENSG00000113552/ENSG00000104522/ENSG00000178802/ENSG00000117143/ENSG00000100522	6
GO:0006637	acyl-CoA metabolic process	10/156	105/20772	6.68600320604381e-09	4.09632130795083e-07	3.45250746898796e-07	ENSG00000099797/ENSG00000124370/ENSG00000123983/ENSG00000167508/ENSG00000172340/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000105607/ENSG00000131069	10
GO:0035383	thioester metabolic process	10/156	105/20772	6.68600320604381e-09	4.09632130795083e-07	3.45250746898796e-07	ENSG00000099797/ENSG00000124370/ENSG00000123983/ENSG00000167508/ENSG00000172340/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000105607/ENSG00000131069	10
GO:0033865	nucleoside bisphosphate metabolic process	11/156	137/20772	7.06262294474281e-09	4.09632130795083e-07	3.45250746898796e-07	ENSG00000099797/ENSG00000124370/ENSG00000123983/ENSG00000167508/ENSG00000172340/ENSG00000125779/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000105607/ENSG00000131069	11
GO:0033875	ribonucleoside bisphosphate metabolic process	11/156	137/20772	7.06262294474281e-09	4.09632130795083e-07	3.45250746898796e-07	ENSG00000099797/ENSG00000124370/ENSG00000123983/ENSG00000167508/ENSG00000172340/ENSG00000125779/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000105607/ENSG00000131069	11
GO:0034032	purine nucleoside bisphosphate metabolic process	11/156	137/20772	7.06262294474281e-09	4.09632130795083e-07	3.45250746898796e-07	ENSG00000099797/ENSG00000124370/ENSG00000123983/ENSG00000167508/ENSG00000172340/ENSG00000125779/ENSG00000131473/ENSG00000163541/ENSG00000136143/ENSG00000105607/ENSG00000131069	11
GO:0006635	fatty acid beta-oxidation	9/156	81/20772	9.91311203546748e-09	5.52846632747225e-07	4.65956399723795e-07	ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000105607/ENSG00000138796	9
GO:0009225	nucleotide-sugar metabolic process	7/156	38/20772	1.22185116303318e-08	6.56179328295599e-07	5.53048421162388e-07	ENSG00000115652/ENSG00000113552/ENSG00000104522/ENSG00000178802/ENSG00000159921/ENSG00000117143/ENSG00000100522	7
GO:0016042	lipid catabolic process	16/156	365/20772	1.69626870851681e-08	8.78424866910491e-07	7.403638987173e-07	ENSG00000124370/ENSG00000134324/ENSG00000198721/ENSG00000032444/ENSG00000164535/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000128039/ENSG00000105607/ENSG00000135241/ENSG00000167114/ENSG00000138796	16
GO:0006066	alcohol metabolic process	16/156	394/20772	4.90637310410141e-08	2.45318655205071e-06	2.06762220466851e-06	ENSG00000173085/ENSG00000160752/ENSG00000167508/ENSG00000131748/ENSG00000067064/ENSG00000259431/ENSG00000128039/ENSG00000141458/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000272325/ENSG00000176095/ENSG00000160285/ENSG00000068383/ENSG00000131069	16
GO:0008299	isoprenoid biosynthetic process	6/156	31/20772	1.02710999291023e-07	4.9643649657328e-06	4.18412176059222e-06	ENSG00000173085/ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000128039/ENSG00000160285	6
GO:0009165	nucleotide biosynthetic process	14/156	326/20772	1.78610228645851e-07	8.344683051664e-06	7.03315936332624e-06	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000105835/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000106105/ENSG00000143179/ENSG00000131473/ENSG00000105607/ENSG00000198276/ENSG00000115286/ENSG00000131069	14
GO:0018345	protein palmitoylation	6/156	34/20772	1.84158522519481e-07	8.344683051664e-06	7.03315936332624e-06	ENSG00000156599/ENSG00000175048/ENSG00000104219/ENSG00000099904/ENSG00000163812/ENSG00000136247	6
GO:1901293	nucleoside phosphate biosynthetic process	14/156	328/20772	1.92428343730281e-07	8.45518480026994e-06	7.12629368647071e-06	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000105835/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000106105/ENSG00000143179/ENSG00000131473/ENSG00000105607/ENSG00000198276/ENSG00000115286/ENSG00000131069	14
GO:0019395	fatty acid oxidation	9/156	115/20772	2.15108569917727e-07	9.17374783472658e-06	7.73192104255358e-06	ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000105607/ENSG00000138796	9
GO:0006695	cholesterol biosynthetic process	7/156	59/20772	2.89463999432436e-07	1.16589666438065e-05	9.82654103336429e-06	ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	7
GO:1902653	secondary alcohol biosynthetic process	7/156	59/20772	2.89463999432436e-07	1.16589666438065e-05	9.82654103336429e-06	ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	7
GO:0006694	steroid biosynthetic process	11/156	200/20772	3.45277071733917e-07	1.35311284868697e-05	1.14044574760477e-05	ENSG00000160752/ENSG00000167508/ENSG00000131748/ENSG00000067064/ENSG00000072506/ENSG00000116171/ENSG00000128039/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	11
GO:0034440	lipid oxidation	9/156	124/20772	4.09844574998405e-07	1.56388061512549e-05	1.31808740047963e-05	ENSG00000198721/ENSG00000127884/ENSG00000140374/ENSG00000167969/ENSG00000100294/ENSG00000072506/ENSG00000116171/ENSG00000105607/ENSG00000138796	9
GO:0009260	ribonucleotide biosynthetic process	12/156	258/20772	6.03244423531808e-07	2.2428318310798e-05	1.89032867940737e-05	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000143179/ENSG00000131473/ENSG00000105607/ENSG00000198276/ENSG00000115286/ENSG00000131069	12
GO:0016126	sterol biosynthetic process	7/156	66/20772	6.32392879624702e-07	2.29242418863954e-05	1.93212666643231e-05	ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	7
GO:1901617	organic hydroxy compound biosynthetic process	12/156	260/20772	6.54691140698604e-07	2.31537110734872e-05	1.95146704583075e-05	ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000072506/ENSG00000108439/ENSG00000116171/ENSG00000128039/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000176095/ENSG00000160285	12
GO:0030166	proteoglycan biosynthetic process	7/156	68/20772	7.77389963852916e-07	2.68384630377793e-05	2.26202944369232e-05	ENSG00000136720/ENSG00000012232/ENSG00000153936/ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	7
GO:0046390	ribose phosphate biosynthetic process	12/156	265/20772	8.00749265492082e-07	2.70020101154307e-05	2.27581370192486e-05	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000143179/ENSG00000131473/ENSG00000105607/ENSG00000198276/ENSG00000115286/ENSG00000131069	12
GO:0018230	peptidyl-L-cysteine S-palmitoylation	5/156	24/20772	8.48534029013478e-07	2.73416520459899e-05	2.30443978405766e-05	ENSG00000175048/ENSG00000104219/ENSG00000099904/ENSG00000163812/ENSG00000136247	5
GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	5/156	24/20772	8.48534029013478e-07	2.73416520459899e-05	2.30443978405766e-05	ENSG00000175048/ENSG00000104219/ENSG00000099904/ENSG00000163812/ENSG00000136247	5
GO:0046165	alcohol biosynthetic process	9/156	144/20772	1.44556203850209e-06	4.55666294745226e-05	3.84049777277101e-05	ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000128039/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000176095/ENSG00000160285	9
GO:0006486	protein glycosylation	11/156	241/20772	2.1666637931227e-06	6.5451302083915e-05	5.51644005222688e-05	ENSG00000168282/ENSG00000106392/ENSG00000012232/ENSG00000183828/ENSG00000175283/ENSG00000160408/ENSG00000253710/ENSG00000128039/ENSG00000159063/ENSG00000141458/ENSG00000196547	11
GO:0043413	macromolecule glycosylation	11/156	241/20772	2.1666637931227e-06	6.5451302083915e-05	5.51644005222688e-05	ENSG00000168282/ENSG00000106392/ENSG00000012232/ENSG00000183828/ENSG00000175283/ENSG00000160408/ENSG00000253710/ENSG00000128039/ENSG00000159063/ENSG00000141458/ENSG00000196547	11
GO:0018198	peptidyl-cysteine modification	6/156	51/20772	2.21971985054081e-06	6.56855874139629e-05	5.53618635118772e-05	ENSG00000256269/ENSG00000175048/ENSG00000104219/ENSG00000099904/ENSG00000163812/ENSG00000136247	6
GO:0008203	cholesterol metabolic process	9/156	152/20772	2.26559409287856e-06	6.57022286934784e-05	5.53758893017266e-05	ENSG00000160752/ENSG00000167508/ENSG00000131748/ENSG00000067064/ENSG00000141458/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	9
GO:0006418	tRNA aminoacylation for protein translation	6/156	54/20772	3.12475993813094e-06	8.88412139272521e-05	7.48781483626423e-05	ENSG00000116120/ENSG00000090861/ENSG00000166986/ENSG00000106105/ENSG00000134684/ENSG00000110619	6
GO:0008202	steroid metabolic process	13/156	363/20772	3.759457707554e-06	0.000104774125605568	8.83069036864353e-05	ENSG00000160752/ENSG00000167508/ENSG00000131748/ENSG00000067064/ENSG00000072506/ENSG00000116171/ENSG00000125779/ENSG00000128039/ENSG00000141458/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	13
GO:1902652	secondary alcohol metabolic process	9/156	162/20772	3.82967493592766e-06	0.000104774125605568	8.83069036864353e-05	ENSG00000160752/ENSG00000167508/ENSG00000131748/ENSG00000067064/ENSG00000141458/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	9
GO:0043038	amino acid activation	6/156	57/20772	4.30973689718339e-06	0.000113620336380289	9.5762766270429e-05	ENSG00000116120/ENSG00000090861/ENSG00000166986/ENSG00000106105/ENSG00000134684/ENSG00000110619	6
GO:0043039	tRNA aminoacylation	6/156	57/20772	4.30973689718339e-06	0.000113620336380289	9.5762766270429e-05	ENSG00000116120/ENSG00000090861/ENSG00000166986/ENSG00000106105/ENSG00000134684/ENSG00000110619	6
GO:0006506	GPI anchor biosynthetic process	5/156	33/20772	4.48664553588939e-06	0.000116172071911422	9.79134486309697e-05	ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000255072	5
GO:0070085	glycosylation	11/156	262/20772	4.83734261637961e-06	0.000123055206907902	0.000103714769669746	ENSG00000168282/ENSG00000106392/ENSG00000012232/ENSG00000183828/ENSG00000175283/ENSG00000160408/ENSG00000253710/ENSG00000128039/ENSG00000159063/ENSG00000141458/ENSG00000196547	11
GO:0006505	GPI anchor metabolic process	5/156	34/20772	5.22845364164282e-06	0.000130711341041071	0.000110167598510841	ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000255072	5
GO:0016125	sterol metabolic process	9/156	172/20772	6.24381151749762e-06	0.000150892111672859	0.000127176581961662	ENSG00000160752/ENSG00000167508/ENSG00000131748/ENSG00000067064/ENSG00000141458/ENSG00000111684/ENSG00000131473/ENSG00000079459/ENSG00000160285	9
GO:0046434	organophosphate catabolic process	9/156	172/20772	6.24381151749762e-06	0.000150892111672859	0.000127176581961662	ENSG00000032444/ENSG00000197586/ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000023697/ENSG00000135241/ENSG00000272325/ENSG00000068383	9
GO:0015012	heparan sulfate proteoglycan biosynthetic process	5/156	36/20772	6.99847049715827e-06	0.000166357085588188	0.000140210944731678	ENSG00000136720/ENSG00000012232/ENSG00000153936/ENSG00000138604/ENSG00000015532	5
GO:0033866	nucleoside bisphosphate biosynthetic process	6/156	66/20772	1.02070468349613e-05	0.000231253404854592	0.000194907588411021	ENSG00000099797/ENSG00000123983/ENSG00000125779/ENSG00000131473/ENSG00000105607/ENSG00000131069	6
GO:0034030	ribonucleoside bisphosphate biosynthetic process	6/156	66/20772	1.02070468349613e-05	0.000231253404854592	0.000194907588411021	ENSG00000099797/ENSG00000123983/ENSG00000125779/ENSG00000131473/ENSG00000105607/ENSG00000131069	6
GO:0034033	purine nucleoside bisphosphate biosynthetic process	6/156	66/20772	1.02070468349613e-05	0.000231253404854592	0.000194907588411021	ENSG00000099797/ENSG00000123983/ENSG00000125779/ENSG00000131473/ENSG00000105607/ENSG00000131069	6
GO:0006029	proteoglycan metabolic process	7/156	100/20772	1.05034156057876e-05	0.000234306963513724	0.000197481222968736	ENSG00000136720/ENSG00000012232/ENSG00000153936/ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	7
GO:0006164	purine nucleotide biosynthetic process	11/156	291/20772	1.30227598841688e-05	0.00028610031318875	0.000241134274854547	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000105835/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000131473/ENSG00000105607/ENSG00000115286/ENSG00000131069	11
GO:1903078	positive regulation of protein localization to plasma membrane	6/156	69/20772	1.32198075749284e-05	0.00028610031318875	0.000241134274854547	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000145675	6
GO:0046394	carboxylic acid biosynthetic process	12/156	353/20772	1.51356205446061e-05	0.000320026388556968	0.000269728230210265	ENSG00000099797/ENSG00000164535/ENSG00000100294/ENSG00000072506/ENSG00000131067/ENSG00000145293/ENSG00000116171/ENSG00000136213/ENSG00000131473/ENSG00000136143/ENSG00000135241/ENSG00000065154	12
GO:0006040	amino sugar metabolic process	5/156	42/20772	1.52288419382282e-05	0.000320026388556968	0.000269728230210265	ENSG00000113552/ENSG00000159921/ENSG00000117143/ENSG00000147119/ENSG00000100522	5
GO:0009152	purine ribonucleotide biosynthetic process	10/156	244/20772	1.62860588066939e-05	0.000333961658457308	0.000281473310685252	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000131473/ENSG00000105607/ENSG00000115286/ENSG00000131069	10
GO:0016053	organic acid biosynthetic process	12/156	356/20772	1.64602467843159e-05	0.000333961658457308	0.000281473310685252	ENSG00000099797/ENSG00000164535/ENSG00000100294/ENSG00000072506/ENSG00000131067/ENSG00000145293/ENSG00000116171/ENSG00000136213/ENSG00000131473/ENSG00000136143/ENSG00000135241/ENSG00000065154	12
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	4/156	21/20772	1.65829237302939e-05	0.000333961658457308	0.000281473310685252	ENSG00000175283/ENSG00000253710/ENSG00000128039/ENSG00000159063	4
GO:0072522	purine-containing compound biosynthetic process	11/156	301/20772	1.78268015213361e-05	0.00035409400282106	0.000298441478965699	ENSG00000099797/ENSG00000156110/ENSG00000123983/ENSG00000105835/ENSG00000103024/ENSG00000125779/ENSG00000267855/ENSG00000131473/ENSG00000105607/ENSG00000115286/ENSG00000131069	11
GO:0006487	protein N-linked glycosylation	6/156	76/20772	2.30893351497753e-05	0.000452426161718569	0.000381318892018337	ENSG00000168282/ENSG00000183828/ENSG00000175283/ENSG00000253710/ENSG00000128039/ENSG00000159063	6
GO:1904377	positive regulation of protein localization to cell periphery	6/156	77/20772	2.4886528905313e-05	0.000481139558836052	0.000405519439425522	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000145675	6
GO:0009247	glycolipid biosynthetic process	6/156	81/20772	3.32351392525092e-05	0.000634091472580768	0.000534432086872067	ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000160408/ENSG00000255072	6
GO:0006664	glycolipid metabolic process	7/156	123/20772	4.03581423094507e-05	0.000759990991541604	0.000640544131527987	ENSG00000139433/ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000160408/ENSG00000255072	7
GO:1903509	liposaccharide metabolic process	7/156	124/20772	4.25062129138956e-05	0.000790179599040366	0.000665988032294639	ENSG00000139433/ENSG00000101464/ENSG00000163964/ENSG00000277161/ENSG00000142892/ENSG00000160408/ENSG00000255072	7
GO:1901292	nucleoside phosphate catabolic process	6/156	87/20772	4.98356127745233e-05	0.000914704285102009	0.000770941324866376	ENSG00000197586/ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000023697/ENSG00000272325	6
GO:0035384	thioester biosynthetic process	5/156	54/20772	5.26563809756458e-05	0.000942614227341807	0.000794464695422024	ENSG00000099797/ENSG00000123983/ENSG00000131473/ENSG00000105607/ENSG00000131069	5
GO:0071616	acyl-CoA biosynthetic process	5/156	54/20772	5.26563809756458e-05	0.000942614227341807	0.000794464695422024	ENSG00000099797/ENSG00000123983/ENSG00000131473/ENSG00000105607/ENSG00000131069	5
GO:0006767	water-soluble vitamin metabolic process	5/156	59/20772	8.08797543992148e-05	0.0014301907790105	0.00120540943334388	ENSG00000169814/ENSG00000259431/ENSG00000108439/ENSG00000001084/ENSG00000125779	5
GO:0006720	isoprenoid metabolic process	7/156	139/20772	8.7724230591988e-05	0.00153253173925762	0.00129166558931259	ENSG00000173085/ENSG00000160752/ENSG00000167508/ENSG00000067064/ENSG00000128039/ENSG00000079459/ENSG00000160285	7
GO:0043094	cellular metabolic compound salvage	4/156	32/20772	9.34313008092929e-05	0.00161280221635089	0.00135932005312768	ENSG00000156110/ENSG00000145293/ENSG00000143179/ENSG00000198276	4
GO:0051028	mRNA transport	7/156	142/20772	0.000100307079617327	0.00171112076994263	0.00144218599920392	ENSG00000213024/ENSG00000144231/ENSG00000111581/ENSG00000085415/ENSG00000138750/ENSG00000157349/ENSG00000181555	7
GO:1903510	mucopolysaccharide metabolic process	6/156	99/20772	0.000102704295369861	0.00173164218937556	0.00145948209209802	ENSG00000153936/ENSG00000135677/ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	6
GO:0006099	tricarboxylic acid cycle	4/156	33/20772	0.000105699529122866	0.00176165881871443	0.00148478104430305	ENSG00000172340/ENSG00000131473/ENSG00000163541/ENSG00000136143	4
GO:0046854	phosphatidylinositol phosphate biosynthetic process	5/156	63/20772	0.000110846930298893	0.00182645510151585	0.00153939337412697	ENSG00000078142/ENSG00000241973/ENSG00000051382/ENSG00000145675/ENSG00000176095	5
GO:0044273	sulfur compound catabolic process	4/156	37/20772	0.000166663981589215	0.00271531205959956	0.00228854976493292	ENSG00000135677/ENSG00000172340/ENSG00000163541/ENSG00000136143	4
GO:1903076	regulation of protein localization to plasma membrane	6/156	113/20772	0.000212470237348122	0.00342313160171975	0.00288512217030608	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000145675	6
GO:1905477	positive regulation of protein localization to membrane	6/156	115/20772	0.000233729057976875	0.00372425422051065	0.00313891771325798	ENSG00000156599/ENSG00000017260/ENSG00000123983/ENSG00000104219/ENSG00000099904/ENSG00000145675	6
GO:0009166	nucleotide catabolic process	5/156	78/20772	0.000304173640378991	0.00479404107119061	0.00404056746544632	ENSG00000172340/ENSG00000163541/ENSG00000136143/ENSG00000023697/ENSG00000272325	5
GO:0030203	glycosaminoglycan metabolic process	6/156	121/20772	0.000307702380015015	0.00479751022604056	0.00404349137744689	ENSG00000153936/ENSG00000135677/ENSG00000138604/ENSG00000136213/ENSG00000015532/ENSG00000147119	6
GO:0006399	tRNA metabolic process	8/156	226/20772	0.000316648993973595	0.00488447916235865	0.00411679151179556	ENSG00000116120/ENSG00000090861/ENSG00000166986/ENSG00000072506/ENSG00000106105/ENSG00000134684/ENSG00000161980/ENSG00000110619	8
